"Empfänger";"Politikbereich";"Art";"Jahr";"Anschrift";"Geber";"Zuwendungsbereich";"Betrag"
"GFS Fachschule für Steuern, Recht und Wirtschaft GmbH";"Arbeit";"Projektförderung";"2009";"Ullsteinstraße 114-142; 12109 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"MAE Grundlagen Gerontopsychiatrie";"650"
"BGI Berliner Gesellschaft für Integration mbH i.G.";"Arbeit";"Projektförderung";"2009";"Cicerostraße 27; 10709 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Lehrgang zum Ausbilder in der 1. Hilfe mit Prüfung nach BGG 948";"9450"
"Bildungszentrum für Technik und Bauwesen";"Arbeit";"Projektförderung";"2009";"Straßburger Str. 6-9; 10405 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Fachkraft für Lagerwirtschaft - 09-08";"15019"
"Köpenicker SC";"Arbeit";"Projektförderung";"2009";"Wendenschloßstr. 182; 12557 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Sportbetreuung von Kindern und Jugendlichen";"4632"
"Berlin-Brandenburger Bildungswerk e.V.";"Arbeit";"Projektförderung";"2009";"Postfach 670216; 10207 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Technische Koordination Bürgerradio Stralau-Lichtenberg: Bürger senden für Bürger - 3";"1942"
"Berlin-Brandenburger Bildungswerk e.V.";"Arbeit";"Projektförderung";"2009";"Postfach 670216; 10207 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Schnittstellenkoordination Lichtenberg für den Abgleich persönlicher Profile Arbeitsuchender mit aktuellen Stellenangeboten - 3";"1665"
"Verein für ambulante Versorgung Hohenschönhausen e.V.";"Arbeit";"Projektförderung";"2009";"Am Berl 8 / 10; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziokulturelle Arbeit B - 2. Jahr";"5534"
"BBS e.V. Basisgesellschaft für Bildung und Strukturentwicklung e.V.";"Arbeit";"Projektförderung";"2009";"Karl-Marx-Straße 122; 12043 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Die schnelle Hilfe";"41598"
"KUBUS e.V.";"Arbeit";"Projektförderung";"2009";"Pestalozzistraße 5 - 8; 13187 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kluge Spiele - kluge Köpfe -2";"11104"
"KUBUS e.V.";"Arbeit";"Projektförderung";"2009";"Pestalozzistraße 5 - 8; 13187 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Bühnenwerkstatt (2)";"5009"
"Naturschutz Berlin-Malchow";"Arbeit";"Projektförderung";"2009";"Dorfstraße 35; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Umweltorientierte Jugendarbeit";"4466"
"Sozialwerk des Demokratischen Frauenbundes (Dachverband) e.V.";"Arbeit";"Projektförderung";"2009";"Hagenstraße 57; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Sozio-kulturelles Zentrum Alt-Lichtenberg - 2. Jahr";"3678"
"Jugendwerk Aufbau Ost e.V.";"Arbeit";"Projektförderung";"2009";"Nossener Straße 87 - 89; 12627 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Mobil im Kiez 2009";"12879"
"Pad e.V. Eltern und Jugendliche gegen Drogenmißbrauch";"Arbeit";"Projektförderung";"2009";"Kastanienallee 55; 12627 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kinder- und Jugendfreizeiteinrichtungen in Hohenschönhausen - 2. Jahr";"4203"
"Türkische Gesellschaft e.V.";"Arbeit";"Projektförderung";"2009";"Reinickendorfer Straße 45; 13347 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Seniorentreff für Migranten";"3551"
"KUBUS e.V.";"Arbeit";"Projektförderung";"2009";"Pestalozzistraße 5 - 8; 13187 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Schulservice Neukölln - 2";"8669"
"Kiezspinne FAS e. V. Nachbarschaftlicher Interessenverbund e.V.";"Arbeit";"Projektförderung";"2009";"Schulze-Boysen-Straße 38; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Unterstützung der soziokulturellen Arbeit im Nachbarschaftszentrum von Kiezspinne FAS e.V.";"5779"
"tandem BQG";"Arbeit";"Projektförderung";"2009";"Bülowstraße 90; 10783 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Alltagshilfe und Begleitservice für Seniorinnen Neukölln";"35730"
"Albatros-Lebensnetz gGmbH";"Arbeit";"Projektförderung";"2009";"Berliner Straße 14; 13507 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kieztreff ""Lebensnetz"" - 2. Jahr";"2732"
"Lichtenberger Kulturverein e.V.";"Arbeit";"Projektförderung";"2009";"Sewanstraße 43; 10319 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Besucherinformation Zentralfriedhof Friedrichsfelde";"15542"
"Bürgerinitiative ausländische MitbürgerInnen e.V.";"Arbeit";"Projektförderung";"2009";"Neustrelitzer Straße 63; 13055 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Interkulturelles Lernen - Interkultureller Dialog";"10878"
"Ratz-Fatz e.V.";"Arbeit";"Projektförderung";"2009";"Schnellerstr. 81; 12439 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Förderung künstlerisch-kultureller Projekte";"5896"
"Pro Wuhlheide e.V.";"Arbeit";"Projektförderung";"2009";"An der Wuhlheide 197; 12459 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"""Wuhlheide"" - ein Park";"4338"
"Promote Africa e.V. Initiative für Integration & Entwicklung";"Arbeit";"Projektförderung";"2009";"Postfach 580509; 14414 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Ausweitung der Jugendarbeit auf schwer vermittelbare Jugendliche im Bezirk Pankow";"3622"
"Kiezspinne FAS e. V. Nachbarschaftlicher Interessenverbund e.V.";"Arbeit";"Projektförderung";"2009";"Schulze-Boysen-Straße 38; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Unterstützung der soziokulturellen Arbeit im Nachbarschaftszentrum von Kiezspinne FAS e.V.";"3678"
"BBJ SERVIS gGmbH - Träger für kommunale Beschäftigung";"Arbeit";"Projektförderung";"2009";"Greifswalder Str. 208; 10405 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Assistent für Verkehrserziehung";"4203"
"Publicata e.V.";"Arbeit";"Projektförderung";"2009";"Siegfriedstr. 29; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Betreuung von Kindern und Jugendlichen";"5254"
"Kulturnetzwerk Neukölln e.V.";"Arbeit";"Projektförderung";"2009";"Karl-Marx-Str. 131; 12043 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kultur mobil A";"12940"
"Nachbarschaftsheim Neukölln e.V.";"Arbeit";"Projektförderung";"2009";"Schierker Strasse 53; 12051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Gemeinwesenarbeit im Nachbarschaftsheim Neukölln - 2. Jahr";"2294"
"pro sozial Verein für ambulante psychosoziale Hilfen e.V.";"Arbeit";"Projektförderung";"2009";"Volkradstraße 4; 10319 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Querbeet in Haus und Hof- alltagsnahe Hilfen für Kinder und Familien in Lichtenberg - 2. Jahr";"1533"
"g BIBEG mbH";"Arbeit";"Projektförderung";"2009";"Lobitzweg 1 - 5; 12557 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Heinzelmännchen unterstützen Kinder- und Jugendeinrichtungen in Tempelhof-Schöneberg - 2. Jahr";"18233"
"Ausbildungsverbund Praxis-Nah e.V.";"Arbeit";"Projektförderung";"2009";"Wendenschloßstr. 154 - 174; 12557 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Heinzelmännchen II";"23680"
"Caritasverband für das Erzbistum Berlin e.V.";"Arbeit";"Projektförderung";"2009";"Residenzstraße 90; 13409 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Zusätzliche Assistenzleistungen in der Kinderkleiderkammer Pfalzburger Straße des Caritasverbandes";"5009"
"Verein für ambulante Versorgung Hohenschönhausen e.V.";"Arbeit";"Projektförderung";"2009";"Am Berl 8 / 10; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziokulturelle Arbeit F -2";"4588"
"Bürgerinitiative ausländische MitbürgerInnen e.V.";"Arbeit";"Projektförderung";"2009";"Neustrelitzer Straße 63; 13055 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Chancen für MigrantInnen - Integrationshilfe für den Alltag - 2. Jahr";"15763"
"FSB Förderverein Soziales und Bildung e.V.";"Arbeit";"Projektförderung";"2009";"Wartenberger Straße 24; 13053 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Unterstützung der gemeinnützigen Vereinsarbeit -2";"23645"
"BEQUIT mbH";"Arbeit";"Projektförderung";"2009";"Ullsteinstraße 73; 12109 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kein Alkohol für Kinder Aktion ""KAFKA"" I";"27179"
"Humanistischer Verband Deutschlands, Landesverband Berlin e.V.";"Arbeit";"Projektförderung";"2009";"Wallstraße 61 - 65; 10179 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Hausdame, Concierge";"4239"
"FSB Förderverein Soziales und Bildung e.V.";"Arbeit";"Projektförderung";"2009";"Wartenberger Straße 24; 13053 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Unterstützende Bürohilfe";"5254"
"Verein für ambulante Versorgung Hohenschönhausen e.V.";"Arbeit";"Projektförderung";"2009";"Am Berl 8 / 10; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziokulturelle Arbeit Handwerksbereich";"5254"
"CABUWAZI Kinder- und Jugendzirkus e.V.";"Arbeit";"Projektförderung";"2009";"Bouchestr. 75; 12435 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Zirkus und Jugend V";"4099"
"Lichtenberger Kulturverein e.V.";"Arbeit";"Projektförderung";"2009";"Sewanstraße 43; 10319 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Stadtteilarbeit des Sozio-Kulturellen Zentrums Friedrichsfelde-Süd";"5402"
"BITAN GmbH";"Arbeit";"Projektförderung";"2009";"Sperenberger Str. 3; 12277 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Tischlerdienste für Kita`s - 2. Jahr";"3156"
"Jugendwerk Aufbau Ost e.V.";"Arbeit";"Projektförderung";"2009";"Nossener Straße 87 - 89; 12627 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Mobil im Kiez";"45079"
"Verein für ambulante Versorgung Hohenschönhausen e.V.";"Arbeit";"Projektförderung";"2009";"Am Berl 8 / 10; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziokulturelle Arbeit V";"18916"
"Werkstatt für Bildung und Begegnung e.V.";"Arbeit";"Projektförderung";"2009";"Wilhelminenhofstraße 42 b; 12459 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Gewaltprävention und Projektarbeit in der Labude -2";"6651"
"Die Kappe e.V.";"Arbeit";"Projektförderung";"2009";"Hauptstraße 4; 10317 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kochlöffel- Unterstützung beim Aufbau einer Kinderküche und eines Kiez-Cafés - 2. Jahr";"2732"
"BITAN GmbH";"Arbeit";"Projektförderung";"2009";"Sperenberger Str. 3; 12277 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Schulbetreuer";"4104"
"Hiram Haus e.V.";"Arbeit";"Projektförderung";"2009";"Alt Tempelhof 28; 12103 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Restaurant Cafè Aurel";"5009"
"Netzwerk in Köpenick e.V.";"Arbeit";"Projektförderung";"2009";"Friedrichshagener Str. 8; 12555 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Abenteuerspielplatz Köpenick - backstage";"31500"
"ABU Akademie für Berufsbildung und Umschulung gGmbH";"Arbeit";"Projektförderung";"2009";"Beilsteiner Straße 118; 12681 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Analyse des regionalen Ausbildungs- und Arbeitsmarktes, Untestützung bei der Erarbeitung eines Ausbildungsatlas";"13083"
"g BIBEG mbH";"Arbeit";"Projektförderung";"2009";"Lobitzweg 1 - 5; 12557 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Helfer an ""Grünen Lernorten"" im Bezirk Tempelhof-Schöneberg - 2. Jahr";"2294"
"bbw Berufsvorbereitungs- und Ausbildungsgesellschaft mbH";"Arbeit";"Projektförderung";"2009";"Geneststr. 5 - 6; 10829 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Förderung sozialer Dienste";"20492"
"Kunstfabrik Köpenick GmbH";"Arbeit";"Projektförderung";"2009";"Friedrichshagener Str. 9; 12555 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Der Lauf des Lebens - Lebensläufe Teilprojekt 2";"6540"
"BALL e.V. Betreuung arbeitsloser Leute und Lebenshilfe e.V.";"Arbeit";"Projektförderung";"2009";"Marchwitzastr. 24-26; 12681 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Mitarbeiter Veranstaltungsorganisation / Öffentlichkeitsarbeit / Stadtteilarbeit - 2. Jahr";"4729"
"Werkstatt für Bildung und Begegnung e.V.";"Arbeit";"Projektförderung";"2009";"Wilhelminenhofstraße 42 b; 12459 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kiez-Büro Schöneweide IV";"7521"
"INU Infrastrukturelles Netzwerk Umweltschutz gGmbH";"Arbeit";"Projektförderung";"2009";"Dorfstraße 36; 13057 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Seniorentreff";"21018"
"Gesellschaft für Arbeitsförderung mbH";"Arbeit";"Projektförderung";"2009";"Herzbergstr. 55; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Erlebte Geschichte";"3975"
"BEQUIT mbH";"Arbeit";"Projektförderung";"2009";"Ullsteinstraße 73; 12109 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Nähwerkstatt im QM-Gebiet High-Deck-Siedlung - Maßnahme 2";"2281"
"Verein für ambulante Versorgung Hohenschönhausen e.V.";"Arbeit";"Projektförderung";"2009";"Am Berl 8 / 10; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziokulturelle Arbeit I - 2. Jahr";"11034"
"BEQUIT mbH";"Arbeit";"Projektförderung";"2009";"Ullsteinstraße 73; 12109 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kein Alkohol für Kinder Aktion ""KAFKA"" II - 2. Jahr";"13075"
"Kiezspinne FAS e. V. Nachbarschaftlicher Interessenverbund e.V.";"Arbeit";"Projektförderung";"2009";"Schulze-Boysen-Straße 38; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Unterstützung der soziokulturellen Arbeit im Nachbarschaftszentrum von Kiezspinne FAS e.V. - 2. Jahr";"3152"
"bbw Berufsvorbereitungs- und Ausbildungsgesellschaft mbH";"Arbeit";"Projektförderung";"2009";"Geneststr. 5 - 6; 10829 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Unterstützung der MDQM II";"14707"
"Berlin-Brandenburger Bildungswerk e.V.";"Arbeit";"Projektförderung";"2009";"Postfach 670216; 10207 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Zeitzeugenbüro im Zentrum für Kultur- und Zeitgeschichte";"3643"
"IMA e.V. Integrative Migrantenarbeit";"Arbeit";"Projektförderung";"2009";"Schäferstraße 8; 13585 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Handwerkliche und administrative Unterstützung des interkulturellen Mehrgenerationenhauses Camlik-Stadtoase";"6177"
"Ausblick e.V.";"Arbeit";"Projektförderung";"2009";"Zum Hechtgraben 1; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziale Dienstleistungen";"17339"
"Ratz-Fatz e.V.";"Arbeit";"Projektförderung";"2009";"Schnellerstr. 81; 12439 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Administrative Aufgaben des Vereins (Förderung künstlerisch-kultureller Projekte)";"6951"
"BIP-Kreativitätszentrum gGmbH";"Arbeit";"Projektförderung";"2009";"Heinrich-Roller-Straße 15; 10405 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kita- und Hortassistenz";"2644"
"Förderverein Lokale Agenda 21 Treptow-Köpenick e.V.";"Arbeit";"Projektförderung";"2009";"Rudower Straße 51; 12557 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Assistentin Fachkraft für das Sekretariat Projektleitung und Vorstand";"6496"
"Kinder & JugendMuseum Prenzlauer Berg GmbH / MACHmit! Museum für Kinder gGmbH";"Arbeit";"Projektförderung";"2009";"Senefelder Straße 5/6; 10437 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Ausstellungshilfe";"3762"
"BTB Bildungs-, Trainings-und Beschäftigungsgesellschaft gGmbH";"Arbeit";"Projektförderung";"2009";"Straßburger Straße 6 - 9; 10405 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Gemeinnütziges Fahrradprojekt";"3603"
"Caritasverband für das Erzbistum Berlin e.V.";"Arbeit";"Projektförderung";"2009";"Residenzstraße 90; 13409 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Zusätzliche Assistenzleistungen im Caritas-Hospiz Mitte des Caritasverbandes";"4797"
"Kunstfabrik Köpenick GmbH";"Arbeit";"Projektförderung";"2009";"Friedrichshagener Str. 9; 12555 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Der Lauf des Lebens - Lebensläufe Teilprojekt 1";"9810"
"ProAB e.V.";"Arbeit";"Projektförderung";"2009";"Wilhelminenhofstraße 83-85; 12459 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Bildungspotential GrüneLernorte";"9949"
"Sozialwerk des Demokratischen Frauenbundes (Dachverband) e.V.";"Arbeit";"Projektförderung";"2009";"Hagenstraße 57; 10365 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Kinderclub ""kids-Oase"" - 2. Jahr";"4203"
"Miteinander Wohnen e.V.";"Arbeit";"Projektförderung";"2009";"Volkradstraße 8; 10319 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Prävention bis ins höchste Alter -2";"5026"
"Verein für ambulante Versorgung Hohenschönhausen e.V.";"Arbeit";"Projektförderung";"2009";"Am Berl 8 / 10; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Soziokulturelle Arbeit G - 2. Jahr";"12848"
"Pro Wuhlheide e.V.";"Arbeit";"Projektförderung";"2009";"An der Wuhlheide 197; 12459 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Mitarbeiter Freizeit und Erholungspark";"14448"
"BALL e.V. Betreuung arbeitsloser Leute und Lebenshilfe e.V.";"Arbeit";"Projektförderung";"2009";"Marchwitzastr. 24-26; 12681 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Betreuung und Mobilitätshilfe des SKZ ""Kiezclub Magnet""";"4203"
"Albatros e.V.";"Arbeit";"Projektförderung";"2009";"Berliner Str. 14; 13507 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Informations- und Auskunftsdienst";"5699"
"AIBM Arbeitsförderungsgesellschaft im Industriestandort Berlin - Marzahn mbH";"Arbeit";"Projektförderung";"2009";"Boxberger Straße 3; 12681 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Stadtteilarbeit Stadtbild Agentur";"1406"
"CABUWAZI Kinder- und Jugendzirkus e.V.";"Arbeit";"Projektförderung";"2009";"Bouchestr. 75; 12435 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Zirkus und Jugend III";"4888"
"Frauen-Technik-Zentrum e.V.";"Arbeit";"Projektförderung";"2009";"Zum Hechtgraben 1; 13051 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Administrator für soziale Projekte und Einrichtungen";"4729"
"Aussiedler-Integrationshilfe e.V.";"Arbeit";"Projektförderung";"2009";"Oderbruchstraße 10; 10369 Berlin";"Senatsverwaltung für Integration, Arbeit und Soziales";"Koordinator für Mobilitätshelfer";"2732"
